path,index_line,line1,line2,annotation
"dataset/neoclide/coc.nvim/c32c53a29b1f7efa3cf70fdfddee11a22a8b8e8e/Dev/test (16 0.7.0)""",1,"  buffer.ts                     |    91.5 |    82.81 |   93.75 |   95.47 | 138,288-291,317-318,426,434-437                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",  buffer.ts                     |   96.08 |     86.6 |     100 |   99.23 | 180                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,2
"dataset/neoclide/coc.nvim/9bec5321d9e69d601f64977b2888735704b47436/Dev/test (14 0.7.0)""",1,"  installer.ts                  |   94.06 |    84.85 |     100 |   95.83 | 46,136,202-204,216,233,255                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ","  session.ts                    |   95.93 |    85.22 |     100 |   98.39 | 226-227,327-329,558                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",3
"dataset/neoclide/coc.nvim/9bec5321d9e69d601f64977b2888735704b47436/Dev/test (14 0.7.0)""",1,Contents: write,Contents: write,1
"dataset/neoclide/coc.nvim/36cc9646a0ad804fc7199331511a75cc0ceb8f4b/Dev/test (ubuntu-latest 16)""",1,"Resolving deltas: 100% (34/34), done.", * [new ref]         53f54c36a450251e319f4b58686c1a98a24e09e2 -> origin/master,3
"dataset/neoclide/coc.nvim/36cc9646a0ad804fc7199331511a75cc0ceb8f4b/Dev/test (ubuntu-latest 16)""",1,hint: ,hint: ,1
"dataset/neoclide/coc.nvim/7240bdc1be0269b0675d96611b05bdc4526bb996/Dev/test (14 0.7.0)""",1,Receiving objects:  63% (298/472),Receiving objects:  63% (296/469),2
"dataset/neoclide/coc.nvim/7240bdc1be0269b0675d96611b05bdc4526bb996/Dev/test (14 0.7.0)""",1,[command]/usr/local/bin/yarn --version,[command]/usr/local/bin/yarn cache dir,3
"dataset/neoclide/coc.nvim/7240bdc1be0269b0675d96611b05bdc4526bb996/Dev/test (16 0.7.0)""",1,PASS src/__tests__/handler/inlayHint.test.ts,PASS src/__tests__/modules/configurations.test.ts,3
"dataset/neoclide/coc.nvim/7240bdc1be0269b0675d96611b05bdc4526bb996/Dev/test (16 0.7.0)""",1,remote: Counting objects:   3% (15/472)        ,remote: Counting objects:   3% (15/469)        ,2
"dataset/neoclide/coc.nvim/29e5cee64d8fba94ead39552ec6c8819876099c1/Dev/test (16 0.7.0)""",1,Receiving objects:  72% (336/466),Receiving objects:  72% (332/460),2
"dataset/neoclide/coc.nvim/29e5cee64d8fba94ead39552ec6c8819876099c1/Dev/test (16 0.7.0)""",1,Receiving objects:  68% (317/466),Receiving objects:  68% (313/460),2
dataset/neoclide/coc.nvim/2094e25197d7782d65bfe1ccfe053df5402dfd67/Lint/Lint,1,Receiving objects:  89% (407/457),Receiving objects:  89% (407/457),1
dataset/neoclide/coc.nvim/2094e25197d7782d65bfe1ccfe053df5402dfd67/Lint/Lint,1,Receiving objects:  28% (128/457),Receiving objects:  28% (128/457),1
"dataset/neoclide/coc.nvim/d0e6301e196264230ffc855cd5e1f196cb5a428b/Dev/test (ubuntu-latest 14)""",1,  persist-credentials: true,  persist-credentials: true,1
"dataset/neoclide/coc.nvim/d0e6301e196264230ffc855cd5e1f196cb5a428b/Dev/test (ubuntu-latest 14)""",1,remote: Counting objects:  58% (269/463)        ,remote: Counting objects:  58% (272/468)        ,2
"dataset/neoclide/coc.nvim/facfc0b419bfafb1f48a04c394574ee9345b25bf/Dev/test (16 0.7.0)""",1,Resolving deltas:  77% (24/31),Resolving deltas:  77% (24/31),1
"dataset/neoclide/coc.nvim/facfc0b419bfafb1f48a04c394574ee9345b25bf/Dev/test (16 0.7.0)""",1,  documentLinkManager.ts        |   91.18 |    78.57 |     100 |   96.67 | 50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,"  folders.ts                    |      50 |        0 |   42.86 |   53.13 | 21-27,31,35-43                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",3
"dataset/neoclide/coc.nvim/3dde9b8ccab9acee0ef085087b26fa98401eefeb/Dev/test (14 0.7.0)""",1,remote: Compressing objects:  97% (419/431)        ,remote: Compressing objects:  97% (421/433)        ,2
"dataset/neoclide/coc.nvim/3dde9b8ccab9acee0ef085087b26fa98401eefeb/Dev/test (14 0.7.0)""",1,"  callHierarchyManager.ts       |   84.38 |    58.33 |     100 |     100 | 24-26,34-42                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ", src/model                      |   88.48 |    76.21 |   93.18 |    90.6 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,3
"dataset/neoclide/coc.nvim/9cf278d18f89b9e4ac96cbe0ca44098ed0d7308c/Dev/test (14 0.7.0)""",1,remote: Compressing objects:   1% (5/425)        ,remote: Compressing objects:   1% (5/426)        ,2
"dataset/neoclide/coc.nvim/9cf278d18f89b9e4ac96cbe0ca44098ed0d7308c/Dev/test (14 0.7.0)""",1,remote: Counting objects:  16% (74/462)        ,remote: Counting objects:  16% (75/464)        ,2
"dataset/neoclide/coc.nvim/9cf278d18f89b9e4ac96cbe0ca44098ed0d7308c/Dev/test (16 0.7.0)""",1,PASS src/__tests__/client/connection.test.ts,PASS src/__tests__/handler/highlights.test.ts,3
"dataset/neoclide/coc.nvim/9cf278d18f89b9e4ac96cbe0ca44098ed0d7308c/Dev/test (16 0.7.0)""",1,remote: Counting objects:  92% (426/462)        ,remote: Counting objects:  92% (427/464)        ,2
dataset/RequiDev/ReModCE/81f4d5a26424b78e83f3ebf5f713bc0c47591653/release_on_tag/build,1,##[endgroup],Updating files:  58% (150/257),3
dataset/RequiDev/ReModCE/81f4d5a26424b78e83f3ebf5f713bc0c47591653/release_on_tag/build,1,Resolving deltas:  75% (15/20),Updating files:  49% (126/257),3
dataset/RequiDev/ReModCE/d8ef4613f6b4c58f6ca6c2741f154b1b8c97ba6a/release_on_tag/build,1,remote: Counting objects:  27% (71/260)        ,remote: Counting objects:  44% (120/271)        ,2
dataset/RequiDev/ReModCE/d8ef4613f6b4c58f6ca6c2741f154b1b8c97ba6a/release_on_tag/build,1,Environment: windows-2022,Environment: windows-2022,1
dataset/RequiDev/ReModCE/87c446b183727a62e7489993e4eb7586abae1aed/main/build,1,Updating files:  60% (161/268),Updating files:  40% (108/268),3
dataset/RequiDev/ReModCE/87c446b183727a62e7489993e4eb7586abae1aed/main/build,1,"Receiving objects:  10% (28/271), 932.00 KiB | 624.00 KiB/s","Receiving objects:  11% (30/271), 932.00 KiB | 626.00 KiB/s",2
"dataset/sveltejs/svelte/0fa0a38d5168a1767843fdb0a43c00aa30b8670f/CI/Tests (12 macOS-latest)""",1,    ✓ component-svelte-slot-let (with hydration from ssr rendered html) (212ms),    ✓ component-svelte-slot-let-aliased  (40ms),3
"dataset/sveltejs/svelte/eca1a652fb3939be477a194fe2aeaefec5cae207/CI/Tests (8 windows-latest)""",1, * [new tag]             v1.4.0                -> v1.4.0, * [new tag]             v1.4.0                -> v1.4.0,1
"dataset/sveltejs/svelte/3a238fe057c9b74c13b962defca56da8003ed3c7/CI/Tests (12 macOS-latest)""",1, * [new tag]             v1.58.1               -> v1.58.1, * [new tag]             v1.58.2               -> v1.58.2,2
dataset/pandas-dev/pandas/619ce2d03fdcad58a69697afa72d898a34a7b42f/Posix/actions-38.yaml pyarrow=5 single_cpu,1, * [new tag]               v0.15.2pre            -> v0.15.2pre, * [new tag]               debian/0.5.0+git7-gcf32be2-1 -> debian/0.5.0+git7-gcf32be2-1,2
dataset/pandas-dev/pandas/6317d81ea3681d24773ff208c4bb12d8e50eca78/Code Checks/Docstring and typing validation,1,Resolving deltas:  42% (111262/260918),Resolving deltas:  40% (104371/260927),2
"dataset/cakephp/cakephp/3cceb0daa1401f39acc90a68d2798500e623d1c6/CI/testsuite (8.2 mysql)""",1,e1fef7f6a8d1: Pulling fs layer,e1fef7f6a8d1: Pulling fs layer,1
dataset/cakephp/cakephp/3cceb0daa1401f39acc90a68d2798500e623d1c6/CI/Coding Standard & Static Analysis,1,Resolving deltas:  33% (228/688),Resolving deltas:  33% (228/688),1
"dataset/cakephp/cakephp/df1de71122d9205439e846a39e4a33f5d7bf1775/CI/testsuite (7.4 mysql prefer-lowest)""",1,remote: Counting objects:  24% (522/2171)        ,remote: Counting objects:  26% (565/2172)        ,2
dataset/cakephp/cakephp/df1de71122d9205439e846a39e4a33f5d7bf1775/CI/Coding Standard & Static Analysis,1,Resolving deltas:  70% (479/684),Resolving deltas:  70% (480/685),2
dataset/cakephp/cakephp/df1de71122d9205439e846a39e4a33f5d7bf1775/CI/Coding Standard & Static Analysis,1,Receiving objects:  83% (1802/2171),Receiving objects:  84% (1825/2172),2
